company_number,concept,caption,is_subtotal,row_class,resolved_id,tier,rule
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 1 December 2024,False,period_marker,,escalated,
00698834,InvestmentsInSubsidiaries,At 1 December 2024,False,period_marker,,escalated,
00698834,Provisions,At 1 December 2024,False,period_marker,,escalated,
00698834,Provisions,At 1 December 2024,False,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,Equity,At 30 November 2024,True,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2024,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2024,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2024,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2024,False,period_marker,,escalated,
00698834,InvestmentsInSubsidiaries,At 30 November 2024,False,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,Equity,At 30 November 2025,True,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssetsGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedAmortisationImpairmentIntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,IntangibleAssets,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipmentGrossCost,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,AccumulatedDepreciationImpairmentPropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,PropertyPlantEquipment,At 30 November 2025,False,period_marker,,escalated,
00698834,InvestmentsInSubsidiaries,At 30 November 2025,False,period_marker,,escalated,
00698834,Provisions,At 30 November 2025,False,period_marker,,escalated,
00698834,Provisions,At 30 November 2025,False,period_marker,,escalated,
00698834,PercentageClassShareHeldInSubsidiary,Bulgaria,False,balance,,escalated,
00698834,PercentageClassShareHeldInSubsidiary,Bulgaria,False,balance,,escalated,
00698834,CashCashEquivalentsCashFlowValue,Cash and cash equivalents at 1 December,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashCashEquivalentsCashFlowValue,Cash and cash equivalents at 1 December,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,BalancesWithBanks,Cash at bank,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,BalancesWithBanks,Cash at bank,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,BalancesWithBanks,Cash at bank,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,BalancesWithBanks,Cash at bank,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashBankOnHand,Cash at bank and in hand,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashBankOnHand,Cash at bank and in hand,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CurrentAssets,Cash at bank and in hand,True,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CurrentAssets,Cash at bank and in hand,True,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashBankOnHand,Cash at bank and in hand,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashBankOnHand,Cash at bank and in hand,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CurrentAssets,Cash at bank and in hand,True,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CurrentAssets,Cash at bank and in hand,True,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,NetCashGeneratedFromOperations,Cash generated from operations,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,NetCashGeneratedFromOperations,Cash generated from operations,False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,CashReceiptsFromRepaymentLoansAdvancesClassifiedAsInvestingActivities,"Cash receipts from repayment of loans, classified as investing activities",False,balance,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,IncreaseFromDepreciationChargeForYearPropertyPlantEquipment,Charge for the year,False,movement,,escalated,
00698834,CompanyContributionsToMoneyPurchasePlansDirectors,Contributions paid to money purchase schemes,False,balance,,escalated,
00698834,OutstandingPre-paidContributionsToDefinedContributionPlanReportingDate,Contributions totalling,False,balance,,escalated,
00698834,CurrentTaxForPeriod,Corporation tax,False,balance,,escalated,
00698834,CurrentTaxForPeriod,Corporation tax,False,balance,,escalated,
00698834,TaxExpenseCreditApplicableTaxRate,Corporation tax at standard rate,False,balance,,escalated,
00698834,TaxExpenseCreditApplicableTaxRate,Corporation tax at standard rate,False,balance,,escalated,
00698834,CostSales,Cost of sales,False,balance,revenue.operating,tier2_keyword,tier2:revenue.operating:sales
00698834,CostSales,Cost of sales,False,balance,revenue.operating,tier2_keyword,tier2:revenue.operating:sales
00698834,Debtors,Debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,Debtors,Debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,Debtors,Debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,Debtors,Debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,TaxIncreaseDecreaseFromEffectDifferentTaxRatesOnSomeEarnings,Decrease from effect of different UK tax rates on some earnings,False,movement,,escalated,
00698834,GainLossInCashFlowsFromChangeInInventories,Decrease/(increase) in stocks,False,balance,asset.current.inventory,tier2_keyword,tier2:asset.current.inventory:stock
00698834,GainLossInCashFlowsFromChangeInInventories,Decrease/(increase) in stocks,False,balance,asset.current.inventory,tier2_keyword,tier2:asset.current.inventory:stock
00698834,GainLossInCashFlowsFromChangeInDebtorsTradeOtherReceivables,Decrease/(increase) in trade debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,GainLossInCashFlowsFromChangeInDebtorsTradeOtherReceivables,Decrease/(increase) in trade debtors,False,balance,asset.current.receivables,tier2_keyword,tier2:asset.current.receivables:debtors
00698834,DepreciationAmortisationExpense,Depreciation and amortisation,False,movement,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,DepreciationAmortisationExpense,Depreciation and amortisation,False,movement,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,DepreciationExpensePropertyPlantEquipment,Depreciation expense,False,balance,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,DepreciationExpensePropertyPlantEquipment,Depreciation expense,False,balance,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,TransfersBetweenPPEClassesIncreaseDecreaseInDepreciationImpairment,Depreciation from business combinations,False,movement,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,TransfersBetweenPPEClassesIncreaseDecreaseInDepreciationImpairment,Depreciation from business combinations,False,movement,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,TransfersBetweenPPEClassesIncreaseDecreaseInDepreciationImpairment,Depreciation from business combinations,False,movement,expense.depreciation,tier2_keyword,tier2:expense.depreciation:depreciation
00698834,DisposalsPropertyPlantEquipment,Disposals,False,movement,,escalated,
00698834,DisposalsPropertyPlantEquipment,Disposals,False,movement,,escalated,
00698834,DisposalsPropertyPlantEquipment,Disposals,False,movement,,escalated,
00698834,DisposalsPropertyPlantEquipment,Disposals,False,movement,,escalated,
00698834,IncreaseDecreaseInCashCashEquivalentsFromForeignExchangeDifferences,Effect of exchange rate fluctuations on cash held,False,movement,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,IncreaseDecreaseInCashCashEquivalentsFromForeignExchangeDifferences,Effect of exchange rate fluctuations on cash held,False,movement,asset.current.cash,tier2_keyword,tier2:asset.current.cash:cash
00698834,TaxIncreaseDecreaseFromEffectExpensesNotDeductibleInDeterminingTaxableProfitOrLoss,Effect of expense not deductible in determining taxable profit (tax loss),False,movement,,escalated,
00698834,TaxIncreaseDecreaseFromEffectExpensesNotDeductibleInDeterminingTaxableProfitOrLoss,Effect of expense not deductible in determining taxable profit (tax loss),False,movement,,escalated,
00698834,TaxIncreaseDecreaseFromEffectForeignTaxRates,Effect of foreign tax rates,False,movement,,escalated,
00698834,TaxIncreaseDecreaseFromEffectForeignTaxRates,Effect of foreign tax rates,False,movement,,escalated,
00698834,DisposalsDecreaseInDepreciationImpairmentPropertyPlantEquipment,Eliminated on disposal,False,movement,,escalated,
00698834,DisposalsDecreaseInDepreciationImpairmentPropertyPlantEquipment,Eliminated on disposal,False,movement,,escalated,
00698834,DisposalsDecreaseInDepreciationImpairmentPropertyPlantEquipment,Eliminated on disposal,False,movement,,escalated,
00698834,DisposalsDecreaseInDepreciationImpairmentPropertyPlantEquipment,Eliminated on disposal,False,movement,,escalated,
00698834,InterestReceivedClassifiedAsOperatingActivities,Finance income,False,balance,,escalated,
00698834,InterestReceivedClassifiedAsOperatingActivities,Finance income,False,balance,,escalated,
00698834,FinancialAssets,Financial assets at fair value through profit and loss,False,balance,,escalated,
00698834,FinancialAssets,Financial assets at fair value through profit and loss,False,balance,,escalated,
00698834,FinancialAssets,Financial assets at fair value through profit and loss,False,balance,,escalated,
00698834,FinancialAssets,Financial assets at fair value through profit and loss,False,balance,,escalated,
00698834,FinishedGoodsGoodsForResale,Finished goods and goods for resale,False,balance,,escalated,
00698834,FinishedGoodsGoodsForResale,Finished goods and goods for resale,False,balance,,escalated,
00698834,FinishedGoodsGoodsForResale,Finished goods and goods for resale,False,balance,,escalated,
00698834,FinishedGoodsGoodsForResale,Finished goods and goods for resale,False,balance,,escalated,
00698834,TotalInventories,Finished goods and goods for resale,True,balance,,escalated,
00698834,TotalInventories,Finished goods and goods for resale,True,balance,,escalated,
00698834,TotalInventories,Finished goods and goods for resale,True,balance,,escalated,
00698834,TotalInventories,Finished goods and goods for resale,True,balance,,escalated,
00698834,GainLossOnNon-financingActivitiesDueToForeignExchangeDifferencesRecognisedInProfitOrLoss,Foreign exchange gains,False,movement,,escalated,
00698834,GainLossOnNon-financingActivitiesDueToForeignExchangeDifferencesRecognisedInProfitOrLoss,Foreign exchange gains,False,movement,,escalated,
00698834,GrossProfitLoss,Gross profit,False,balance,,escalated,
00698834,GrossProfitLoss,Gross profit,False,balance,,escalated,
00698834,TaxTaxCreditOnProfitOrLossOnOrdinaryActivities,Income tax expense,False,balance,,escalated,
00698834,TaxTaxCreditOnProfitOrLossOnOrdinaryActivities,Income tax expense,False,balance,,escalated,
00698834,NetCashInflowOutflowFromOperationsBeforeMovementsInWorkingCapital,Income tax expense,False,balance,,escalated,
00698834,NetCashInflowOutflowFromOperationsBeforeMovementsInWorkingCapital,Income tax expense,False,balance,,escalated,
00698834,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,Income taxes paid,False,balance,,escalated,
00698834,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,Income taxes paid,False,balance,,escalated,
00698834,IncreaseDecreaseInExistingProvisions,Increase (decrease) in existing provisions,False,movement,,escalated,
00698834,IncreaseDecreaseInExistingProvisions,Increase (decrease) in existing provisions,False,movement,,escalated,
00698834,IncreaseDecreaseInCurrentTaxFromUnrecognisedTaxLossOrCredit,Increase in UK and foreign current tax from unrecognised tax loss or credit,False,movement,,escalated,
00698834,GainLossInCashFlowsFromChangeInCreditorsTradeOtherPayables,Increase/(decrease) in trade creditors,False,balance,,escalated,
00698834,GainLossInCashFlowsFromChangeInCreditorsTradeOtherPayables,Increase/(decrease) in trade creditors,False,balance,,escalated,
00698834,IntangibleAssets,Intangible assets,False,balance,asset.noncurrent.intangibles,tier2_keyword,tier2:asset.noncurrent.intangibles:intangible
00698834,IntangibleAssets,Intangible assets,False,balance,asset.noncurrent.intangibles,tier2_keyword,tier2:asset.noncurrent.intangibles:intangible
00698834,IntangibleAssets,Intangible assets not including goodwill,False,balance,asset.noncurrent.intangibles,tier2_keyword,tier2:asset.noncurrent.intangibles:intangible
00698834,IntangibleAssets,Intangible assets not including goodwill,False,balance,asset.noncurrent.intangibles,tier2_keyword,tier2:asset.noncurrent.intangibles:intangible
00698834,InterestIncomeOnBankDeposits,Interest income on bank deposits,False,balance,asset.current.bank,tier2_keyword,tier2:asset.current.bank:bank
00698834,InterestIncomeOnBankDeposits,Interest income on bank deposits,False,balance,asset.current.bank,tier2_keyword,tier2:asset.current.bank:bank
00698834,InterestReceivedClassifiedAsInvestingActivities,Interest received,False,balance,,escalated,
00698834,InterestReceivedClassifiedAsInvestingActivities,Interest received,False,balance,,escalated,
00698834,InvestmentsFixedAssets,Investments,False,balance,,escalated,
00698834,InvestmentsFixedAssets,Investments,False,balance,,escalated,
00698834,FixedAssets,Investments,True,balance,,escalated,
00698834,FixedAssets,Investments,True,balance,,escalated,
00698834,InvestmentsInSubsidiaries,Investments in subsidiaries,False,balance,,escalated,
00698834,InvestmentsInSubsidiaries,Investments in subsidiaries,False,balance,,escalated,
